shipment_id,order_id,ship_date,delivery_date,delivery_status,shipping_cost,weight
S00406,O02133,2023-08-27,04-09-2023,Delivered,4500.0,2000g
S00407,O02233,2023/06/25,03-07-2023,Delivered,5000.0,3kg
S00408,O02736,2023/05/10,13-05-2023,In Transit,5000.0,-1kg
S00409,O02601,2023/02/16,2023-02-20,In Transit,,2kg
S00410,O01959,2023-08-18,2023-08-27,In Transit,,3kg
S00411,O04901,2023/11/08,2023/11/09,Returned,4500.0,3kg
S00412,O04053,03-09-2023,2023-09-11,Delivered,4000.0,3kg
S00413,O05112,2023/04/21,2023-05-01,In Transit,,-1kg
S00414,O05013,2023/09/02,07-09-2023,Delivered,5000.0,-1kg
S00415,O03951,04-02-2023,07-02-2023,Returned,,3kg
S00416,O03368,2023-02-05,2023/02/09,In Transit,4000.0,3kg
S00417,O00977,2023-05-04,,Delivered,,1.5 KG
S00418,O02482,17-12-2023,26-12-2023,Delivered,4500.0,-1kg
S00419,O03248,2023/07/07,12-07-2023,In Transit,5000.0,2000g
S00420,O01843,21-07-2023,2023/07/25,Returned,4500.0,2000g
S00421,O00845,09-03-2023,,In Transit,4000.0,2kg
S00422,O04430,2023-11-30,,Returned,4000.0,3kg
S00423,O05044,2023-05-08,2023/05/17,Delivered,5000.0,3kg
S00424,O01334,10-01-2023,2023-01-17,In Transit,4500.0,-1kg
S00425,O04297,2023-08-07,2023-08-17,Delivered,4000.0,1.5 KG
S00426,O01541,2023-02-15,21-02-2023,Delivered,4500.0,2kg
S00427,O02566,2023/11/23,02-12-2023,Returned,4000.0,-1kg
S00428,O03466,2023/09/22,2023-09-24,In Transit,,3kg
S00429,O01616,04-05-2023,2023/05/10,In Transit,4000.0,2kg
S00430,O00767,10-10-2023,16-10-2023,In Transit,5000.0,-1kg
S00431,O01435,2023-10-22,2023/10/28,In Transit,4500.0,2kg
S00432,O00113,20-04-2023,,Delivered,,1.5 KG
S00433,O01479,2023-11-23,26-11-2023,Returned,,2000g
S00434,O02965,2023-05-25,2023/05/27,Delivered,4000.0,3kg
S00435,O02297,30-07-2023,02-08-2023,In Transit,5000.0,2kg
S00436,O04931,2023/09/20,2023-09-29,In Transit,4000.0,2000g
S00437,O01736,2023-06-23,28-06-2023,Returned,,1.5 KG
S00438,O04365,09-12-2023,2023/12/10,Returned,5000.0,1.5 KG
S00439,O04151,26-05-2023,2023-06-03,Delivered,4500.0,2kg
S00440,O03794,2023/12/11,2023/12/13,In Transit,5000.0,2000g
S00441,O04388,12-03-2023,2023/03/13,In Transit,4500.0,-1kg
S00442,O02878,09-02-2023,,Returned,5000.0,-1kg
S00443,O00890,2023/02/19,25-02-2023,Delivered,,1.5 KG
S00444,O02688,2023-05-03,07-05-2023,Returned,4500.0,-1kg
S00445,O02534,27-04-2023,07-05-2023,Delivered,5000.0,2000g
S00446,O02082,2023/12/11,,Delivered,4000.0,2kg
S00447,O04710,01-07-2023,2023/07/02,In Transit,4000.0,2kg
S00448,O02803,2023-12-17,,Delivered,4000.0,2000g
S00449,O05193,2023/11/20,2023/11/23,Delivered,,1.5 KG
S00450,O00205,2023/06/19,25-06-2023,Returned,,1.5 KG
S00451,O04136,04-06-2023,10-06-2023,Returned,,3kg
S00452,O01799,2023/04/28,08-05-2023,Delivered,5000.0,2kg
S00453,O04737,2023/12/16,2023/12/25,In Transit,,3kg
S00454,O03603,2023-09-29,2023/10/08,Returned,4500.0,-1kg
S00455,O01475,2023/09/18,2023-09-26,Delivered,5000.0,3kg
S00456,O04935,2023/10/15,2023/10/21,Returned,4500.0,-1kg
S00457,O05202,21-12-2023,29-12-2023,In Transit,4000.0,2000g
S00458,O03089,2023-11-24,28-11-2023,Delivered,,2000g
S00459,O04263,2023/08/20,2023/08/21,Delivered,4000.0,2kg
S00460,O03978,2023-06-24,27-06-2023,In Transit,5000.0,-1kg
S00461,O02355,17-04-2023,2023/04/24,In Transit,,-1kg
S00462,O01557,2023-11-11,,In Transit,4500.0,2000g
S00463,O00106,2023/12/16,18-12-2023,Delivered,5000.0,2kg
S00464,O00553,2023-04-03,,In Transit,,1.5 KG
S00465,O05000,2023/12/15,17-12-2023,Returned,4500.0,1.5 KG
S00466,O03551,12-02-2023,2023/02/19,In Transit,4500.0,-1kg
S00467,O00542,2023-01-15,25-01-2023,Delivered,,2000g
S00468,O03443,2023/07/07,,Returned,5000.0,3kg
S00469,O02031,2023-02-24,2023/02/28,Delivered,5000.0,-1kg
S00470,O00655,2023-11-22,2023-11-26,In Transit,4000.0,3kg
S00471,O00382,31-01-2023,2023-02-08,Returned,,-1kg
S00472,O02193,18-04-2023,2023-04-27,In Transit,4000.0,3kg
S00473,O01926,2023-02-19,2023-02-22,In Transit,,2000g
S00474,O02300,31-08-2023,,Delivered,,2kg
S00475,O03523,21-08-2023,25-08-2023,Returned,4000.0,2kg
S00476,O02094,2023-03-04,05-03-2023,Delivered,5000.0,3kg
S00477,O02107,2023/08/30,2023-09-08,Returned,5000.0,2kg
S00478,O03736,01-02-2023,08-02-2023,Returned,,2000g
S00479,O04418,19-11-2023,2023/11/25,Delivered,4000.0,1.5 KG
S00480,O03264,2023/11/18,2023/11/24,Returned,4500.0,-1kg
S00481,O04941,2023/02/12,2023/02/13,Returned,4000.0,-1kg
S00482,O04335,25-05-2023,2023-06-01,Delivered,5000.0,3kg
S00483,O00036,2023-05-28,01-06-2023,Delivered,5000.0,2000g
S00484,O05012,06-10-2023,,Delivered,5000.0,2kg
S00485,O01260,21-07-2023,29-07-2023,In Transit,,2000g
S00486,O01657,29-12-2023,2024/01/05,Delivered,,1.5 KG
S00487,O04333,13-03-2023,2023-03-15,Returned,4000.0,2kg
S00488,O01576,28-06-2023,2023-06-30,In Transit,4000.0,1.5 KG
S00489,O00239,2023/10/06,07-10-2023,Returned,5000.0,3kg
S00490,O04223,2023-08-08,2023-08-10,In Transit,5000.0,2000g
S00491,O02494,26-12-2023,27-12-2023,Returned,,-1kg
S00492,O01039,17-02-2023,,Delivered,,3kg
S00493,O00865,2023/01/01,03-01-2023,In Transit,,1.5 KG
S00494,O03010,2023-03-07,,In Transit,,1.5 KG
S00495,O03699,28-02-2023,,Delivered,,3kg
S00496,O03362,27-09-2023,2023/10/02,In Transit,5000.0,2000g
S00497,O03872,01-05-2023,11-05-2023,Returned,4500.0,1.5 KG
S00498,O05208,27-08-2023,2023-08-30,In Transit,,-1kg
S00499,O03111,2023/10/03,2023/10/13,In Transit,,1.5 KG
S00500,O04690,2023/07/11,,In Transit,5000.0,1.5 KG
S00501,O01319,2023/12/09,2023-12-17,Delivered,4500.0,2kg
S00502,O05038,2023/06/30,01-07-2023,Returned,5000.0,2000g
S00503,O00799,2023/11/14,2023/11/21,Returned,4000.0,1.5 KG
S00504,O01831,30-01-2023,2023-02-07,In Transit,,2kg
S00505,O00749,2023/07/05,15-07-2023,Returned,4000.0,1.5 KG
S00506,O04137,2023-05-30,,Returned,5000.0,-1kg
S00507,O01517,2023-10-08,17-10-2023,Returned,,-1kg
S00508,O00438,2023-12-05,2023/12/09,Returned,5000.0,2000g
S00509,O00686,2023-11-24,29-11-2023,Returned,4000.0,-1kg
S00510,O02045,2023/06/14,2023/06/15,In Transit,,3kg
S00511,O05152,08-05-2023,2023/05/11,In Transit,5000.0,-1kg
S00512,O03799,2023/07/18,,In Transit,4500.0,1.5 KG
S00513,O00168,13-11-2023,2023-11-21,Returned,4000.0,1.5 KG
S00514,O03201,2023/09/28,03-10-2023,Delivered,4000.0,3kg
S00515,O02749,2023/02/23,2023/02/26,Returned,5000.0,3kg
S00516,O02557,28-06-2023,2023-07-01,In Transit,,1.5 KG
S00517,O01828,22-02-2023,2023/02/25,Delivered,4000.0,3kg
S00518,O03808,21-07-2023,2023-07-25,In Transit,5000.0,3kg
S00519,O03623,10-05-2023,18-05-2023,Returned,4000.0,1.5 KG
S00520,O02485,2023/07/25,01-08-2023,Delivered,,3kg
S00521,O01458,04-02-2023,2023-02-06,Delivered,4500.0,1.5 KG
S00522,O05152,2023/10/11,16-10-2023,Delivered,4500.0,2kg
S00523,O05125,12-01-2023,2023/01/20,In Transit,5000.0,-1kg
S00524,O03407,2023/08/03,11-08-2023,Delivered,4000.0,3kg
S00525,O02045,02-03-2023,,Delivered,,3kg
S00526,O01924,2023/04/11,2023-04-16,Returned,4000.0,2000g
S00527,O02968,2023/03/06,2023-03-15,In Transit,5000.0,1.5 KG
S00528,O02986,08-05-2023,2023/05/16,In Transit,4500.0,-1kg
S00529,O00873,2023/05/15,,Returned,5000.0,2kg
S00530,O00817,2023-05-30,2023/06/07,Returned,5000.0,1.5 KG
S00531,O04726,17-09-2023,2023/09/21,In Transit,4500.0,3kg
S00532,O00067,12-12-2023,,In Transit,5000.0,1.5 KG
S00533,O03624,08-09-2023,2023/09/14,Returned,4500.0,1.5 KG
S00534,O04928,2023/01/03,05-01-2023,In Transit,4500.0,-1kg
S00535,O04668,2023/05/10,,Delivered,4000.0,2kg
S00536,O04406,2023/11/01,2023/11/04,Delivered,,2000g
S00537,O00793,06-11-2023,2023/11/13,Returned,4500.0,2kg
S00538,O01266,22-12-2023,30-12-2023,In Transit,4000.0,-1kg
S00539,O05242,2023/06/13,2023-06-16,Delivered,4000.0,3kg
S00540,O03152,2023-06-13,2023-06-20,Returned,5000.0,2000g
S00541,O04748,2023-10-06,,Returned,5000.0,2kg
S00542,O02026,2023-01-01,,In Transit,4000.0,3kg
S00543,O03254,2023/09/26,2023/09/29,Returned,4000.0,2kg
S00544,O01561,2023/01/06,2023-01-07,In Transit,4000.0,1.5 KG
S00545,O01679,2023/12/29,05-01-2024,Delivered,5000.0,2000g
S00546,O02204,2023/02/05,2023/02/07,Delivered,,2kg
S00547,O01039,2023/08/21,2023-08-31,Returned,4500.0,1.5 KG
S00548,O04576,2023-07-29,07-08-2023,Returned,4000.0,-1kg
S00549,O01640,14-10-2023,2023/10/23,Returned,4500.0,3kg
S00550,O02652,2023/06/29,2023-06-30,Returned,4000.0,1.5 KG
S00551,O02944,05-07-2023,14-07-2023,Delivered,4000.0,2000g
S00552,O03276,2023/12/02,2023-12-11,In Transit,5000.0,3kg
S00553,O00219,29-06-2023,08-07-2023,Delivered,5000.0,1.5 KG
S00554,O04808,2023/07/29,,Returned,5000.0,3kg
S00555,O02438,03-02-2023,2023/02/13,Returned,4000.0,2kg
S00556,O01532,2023/08/26,2023/09/04,Returned,5000.0,2000g
S00557,O02689,2023-05-15,2023/05/17,Returned,5000.0,-1kg
S00558,O05130,2023/03/24,30-03-2023,Returned,,2000g
S00559,O04807,2023-05-12,,Returned,4000.0,-1kg
S00560,O01506,10-10-2023,19-10-2023,Returned,5000.0,-1kg
S00561,O01518,2023/01/11,2023/01/20,Delivered,4500.0,-1kg
S00562,O00169,11-02-2023,2023-02-19,Returned,4500.0,-1kg
S00563,O02633,2023/12/18,,Delivered,4500.0,2000g
S00564,O03060,2023/11/22,2023/11/23,Returned,4500.0,-1kg
S00565,O04913,07-01-2023,,Returned,5000.0,1.5 KG
S00566,O01729,2023/07/14,2023-07-19,In Transit,4500.0,-1kg
S00567,O00304,03-01-2023,,Delivered,5000.0,-1kg
S00568,O03673,13-03-2023,2023-03-18,Returned,4500.0,-1kg
S00569,O03969,23-03-2023,01-04-2023,In Transit,,-1kg
S00570,O01989,2023-01-28,06-02-2023,In Transit,4000.0,3kg
S00571,O04941,2023/01/16,2023-01-18,Delivered,,1.5 KG
S00572,O02187,2023/11/25,2023-11-27,In Transit,4000.0,2kg
S00573,O01261,22-03-2023,,Returned,,2000g
S00574,O03741,2023/05/08,2023/05/15,Delivered,,-1kg
S00575,O02819,19-08-2023,2023-08-25,In Transit,,3kg
S00576,O02652,2023-07-16,2023/07/22,In Transit,,2000g
S00577,O04103,02-09-2023,2023/09/09,In Transit,5000.0,1.5 KG
S00578,O00368,27-01-2023,,In Transit,4500.0,-1kg
S00579,O02171,24-06-2023,28-06-2023,Returned,4500.0,1.5 KG
S00580,O04792,16-05-2023,25-05-2023,In Transit,5000.0,2000g
S00581,O00968,2023-12-19,25-12-2023,Returned,,1.5 KG
S00582,O01604,2023/09/04,,In Transit,5000.0,2kg
S00583,O04280,2023-02-23,2023/02/25,Returned,,2000g
S00584,O05053,2023-06-28,2023-07-03,Returned,5000.0,1.5 KG
S00585,O02016,2023-11-28,,Returned,,-1kg
S00586,O00713,2023/02/11,2023/02/13,In Transit,,-1kg
S00587,O02412,2023/04/10,2023/04/15,Delivered,4500.0,3kg
S00588,O01271,13-08-2023,,Delivered,,3kg
S00589,O02222,2023-08-29,2023/09/08,In Transit,,-1kg
S00590,O04233,01-10-2023,2023-10-10,In Transit,5000.0,3kg
S00591,O03936,2023/08/24,2023/08/30,Delivered,4500.0,1.5 KG
S00592,O00665,2023-11-13,2023/11/19,Delivered,,3kg
S00593,O00297,2023-11-24,2023/11/30,Delivered,4000.0,-1kg
S00594,O00162,09-07-2023,2023-07-17,Delivered,4500.0,2000g
S00595,O05088,08-07-2023,2023/07/16,In Transit,4500.0,3kg
S00596,O00770,2023/11/24,,Delivered,4000.0,2kg
S00597,O04063,2023-09-23,2023/09/27,Returned,4000.0,2000g
S00598,O04763,2023/06/07,,Delivered,4500.0,2000g
S00599,O04775,2023/03/30,2023/04/05,Delivered,4000.0,2000g
S00600,O02846,2023-06-13,15-06-2023,Delivered,,2000g
S00601,O01701,20-06-2023,,Returned,4000.0,3kg
S00602,O03372,2023/04/13,,Delivered,4000.0,1.5 KG
S00603,O00816,2023-08-26,2023/08/27,Returned,5000.0,2kg
S00604,O03115,02-01-2023,2023-01-10,In Transit,4500.0,1.5 KG
S00605,O01700,2023-05-24,2023/05/25,Returned,,1.5 KG
S00606,O02012,2023/07/07,09-07-2023,Returned,4000.0,3kg
S00607,O04483,2023-12-06,07-12-2023,Delivered,5000.0,2000g
S00608,O00722,18-05-2023,2023-05-22,In Transit,4000.0,1.5 KG
S00609,O03123,2023/09/17,2023/09/22,Returned,4500.0,3kg
S00610,O02979,2023/03/28,2023-03-31,In Transit,4500.0,-1kg
S00611,O01259,2023/03/28,03-04-2023,Delivered,5000.0,-1kg
S00612,O00629,2023-03-01,2023-03-11,In Transit,4500.0,3kg
S00613,O04950,2023-03-11,14-03-2023,Delivered,,2kg
S00614,O03064,2023-08-03,07-08-2023,In Transit,4500.0,-1kg
S00615,O01964,2023-09-18,2023/09/27,Delivered,4500.0,1.5 KG
S00616,O05017,2023/10/16,21-10-2023,Returned,5000.0,2kg
S00617,O02828,2023-07-04,2023/07/08,Delivered,,3kg
S00618,O01030,2023/07/27,2023/07/28,In Transit,5000.0,2000g
S00619,O02063,2023-08-22,2023-08-28,In Transit,4500.0,2kg
S00620,O02729,31-07-2023,07-08-2023,Returned,5000.0,-1kg
S00621,O02646,01-10-2023,2023/10/11,Returned,4000.0,1.5 KG
S00622,O01654,28-03-2023,2023-03-29,Delivered,5000.0,-1kg
S00623,O01958,2023-12-20,,Delivered,,3kg
S00624,O03844,21-02-2023,2023-02-25,In Transit,5000.0,2kg
S00625,O02467,2023/03/17,20-03-2023,Delivered,4000.0,1.5 KG
S00626,O01771,22-03-2023,2023-03-24,Returned,4000.0,2000g
S00627,O02702,02-06-2023,,Returned,4000.0,1.5 KG
S00628,O02353,2023-05-03,,Returned,4000.0,2kg
S00629,O00123,2023-01-14,,In Transit,4000.0,3kg
S00630,O01319,2023-05-16,2023/05/22,Returned,,3kg
S00631,O00785,2023/04/30,03-05-2023,In Transit,5000.0,-1kg
S00632,O03365,05-04-2023,14-04-2023,Returned,,-1kg
S00633,O02341,2023/01/29,07-02-2023,In Transit,4500.0,1.5 KG
S00634,O03079,2023/02/05,2023-02-06,Delivered,,2kg
S00635,O04894,28-01-2023,2023-02-01,Delivered,,1.5 KG
S00636,O00999,21-06-2023,2023-06-24,In Transit,4000.0,-1kg
S00637,O01532,28-10-2023,,Returned,,-1kg
S00638,O03726,2023/04/11,14-04-2023,Delivered,4000.0,2kg
S00639,O02288,2023-08-10,,Delivered,4000.0,1.5 KG
S00640,O04342,2023/04/25,,Delivered,4000.0,3kg
S00641,O02665,01-04-2023,2023/04/05,Delivered,,1.5 KG
S00642,O03975,2023/12/15,,Returned,4500.0,2kg
S00643,O00785,23-05-2023,26-05-2023,Delivered,4000.0,3kg
S00644,O01268,09-05-2023,2023/05/16,Delivered,4000.0,3kg
S00645,O01857,24-12-2023,25-12-2023,Delivered,4000.0,1.5 KG
S00646,O03760,2023-05-23,,In Transit,4000.0,1.5 KG
S00647,O04278,17-08-2023,2023/08/27,Delivered,5000.0,2000g
S00648,O01984,17-01-2023,2023/01/22,In Transit,4500.0,3kg
S00649,O02830,31-01-2023,03-02-2023,Delivered,4000.0,1.5 KG
S00650,O01565,2023-01-08,,Returned,,2kg
S00651,O04567,2023/08/12,17-08-2023,In Transit,,2000g
S00652,O03820,2023/11/19,2023/11/22,Delivered,4500.0,3kg
S00653,O02044,07-07-2023,2023-07-14,Returned,,3kg
S00654,O01117,2023/12/07,2023-12-15,Returned,4000.0,2000g
S00655,O01066,2023/12/13,2023-12-18,Delivered,5000.0,2000g
S00656,O02908,30-07-2023,,Delivered,4000.0,-1kg
S00657,O03343,2023-08-17,2023/08/26,Returned,4500.0,2kg
S00658,O02564,2023-10-19,2023-10-27,Delivered,,2000g
S00659,O01396,2023-05-28,2023/06/03,Delivered,5000.0,-1kg
S00660,O02622,2023-05-19,23-05-2023,Returned,5000.0,2000g
S00661,O01807,02-06-2023,2023-06-06,In Transit,4000.0,2000g
S00662,O01557,2023-03-03,,In Transit,,3kg
S00663,O02027,2023/11/30,10-12-2023,Delivered,5000.0,1.5 KG
S00664,O01339,06-07-2023,,In Transit,,2000g
S00665,O03588,09-10-2023,2023/10/16,Returned,,2000g
S00666,O02308,2023-03-25,29-03-2023,Returned,5000.0,-1kg
S00667,O04294,2023/02/10,2023-02-12,Delivered,4000.0,2000g
S00668,O02375,26-09-2023,2023/10/02,Returned,4500.0,1.5 KG
S00669,O00858,27-02-2023,2023/03/07,Returned,5000.0,2kg
S00670,O02289,2023/05/12,2023/05/13,Delivered,,1.5 KG
S00671,O01575,19-12-2023,,Returned,4000.0,2kg
S00672,O02320,2023/10/19,20-10-2023,In Transit,5000.0,2000g
S00673,O00701,08-03-2023,,Delivered,4500.0,1.5 KG
S00674,O00614,2023-01-15,2023-01-21,Delivered,4500.0,3kg
S00675,O04207,22-08-2023,23-08-2023,Delivered,,-1kg
S00676,O02930,2023-11-28,,In Transit,4000.0,2000g
S00677,O00589,20-06-2023,2023-06-30,In Transit,4000.0,-1kg
S00678,O03884,27-01-2023,2023-01-29,Returned,,2kg
S00679,O00857,2023-06-21,,Returned,,1.5 KG
S00680,O03857,2023/02/19,2023-02-25,In Transit,5000.0,2kg
S00681,O03218,23-02-2023,2023-03-02,Returned,4500.0,-1kg
S00682,O01530,2023/06/12,2023-06-14,In Transit,4000.0,-1kg
S00683,O00609,06-04-2023,,Delivered,4500.0,2kg
S00684,O04470,2023/11/28,2023/12/04,Delivered,4500.0,2kg
S00685,O04495,2023/09/22,2023/09/23,In Transit,4000.0,2000g
S00686,O01886,2023/05/01,2023-05-03,Returned,4000.0,2kg
S00687,O04839,2023-02-20,2023-02-25,Returned,5000.0,1.5 KG
S00688,O05114,2023/08/20,2023-08-22,Returned,4000.0,3kg
S00689,O04266,2023/08/18,2023-08-23,In Transit,4500.0,3kg
S00690,O01228,02-07-2023,2023/07/06,In Transit,5000.0,1.5 KG
S00691,O03319,07-08-2023,2023-08-10,Returned,,3kg
S00692,O03225,2023-08-12,2023-08-21,Delivered,4500.0,2kg
S00693,O01401,2023/10/17,20-10-2023,Delivered,4500.0,1.5 KG
S00694,O00157,2023/08/07,2023/08/15,Delivered,,-1kg
S00695,O03758,17-09-2023,,Delivered,4000.0,2000g
S00696,O00440,2023/09/15,19-09-2023,Delivered,4000.0,1.5 KG
S00697,O00795,2023-07-01,2023/07/04,Delivered,4000.0,-1kg
S00698,O03156,2023/02/12,2023-02-19,Delivered,5000.0,-1kg
S00699,O01237,2023/10/29,2023-11-04,Returned,4000.0,-1kg
S00700,O03286,30-01-2023,2023/02/08,In Transit,5000.0,2kg
S00701,O00163,2023/10/11,2023-10-15,Returned,4000.0,-1kg
S00702,O03203,2023-09-05,2023/09/12,In Transit,4000.0,1.5 KG
S00703,O01790,2023-10-26,01-11-2023,In Transit,,-1kg
S00704,O03507,05-01-2023,2023-01-11,Returned,5000.0,2kg
S00705,O02783,2023/01/25,2023-01-26,Delivered,,3kg
S00706,O01530,2023/07/04,,Returned,5000.0,2000g
S00707,O03037,2023-08-09,2023/08/14,Returned,4500.0,2kg
S00708,O01038,14-05-2023,2023-05-16,In Transit,5000.0,1.5 KG
S00709,O04884,2023/11/22,2023-12-02,In Transit,,2kg
S00710,O04761,2023-03-02,2023/03/11,In Transit,4000.0,-1kg
S00711,O04041,2023-09-25,2023-09-26,Delivered,,-1kg
S00712,O02286,2023-10-16,18-10-2023,In Transit,,2000g
S00713,O03042,12-01-2023,2023-01-13,In Transit,4500.0,1.5 KG
S00714,O00861,2023/06/20,2023/06/26,Delivered,4000.0,3kg
S00715,O02639,2023/01/27,31-01-2023,Delivered,4000.0,3kg
S00716,O00482,2023/04/20,25-04-2023,In Transit,4500.0,-1kg
S00717,O03866,2023-07-08,14-07-2023,Delivered,4500.0,-1kg
S00718,O02330,14-04-2023,2023-04-17,Returned,5000.0,1.5 KG
S00719,O00464,2023-08-23,24-08-2023,Returned,5000.0,2kg
S00720,O00947,2023-01-02,2023/01/05,Delivered,4000.0,2000g
S00721,O00793,2023/07/27,,Returned,5000.0,3kg
S00722,O03801,2023/06/27,06-07-2023,Delivered,,-1kg
S00723,O00691,16-10-2023,,In Transit,4500.0,2000g
S00724,O04908,25-01-2023,2023/02/04,Returned,,2kg
S00725,O03556,2023/11/28,,Delivered,,-1kg
S00726,O01083,09-08-2023,,In Transit,5000.0,1.5 KG
S00727,O03125,2023/01/10,2023/01/13,In Transit,,2000g
S00728,O02712,2023-10-27,,Returned,4500.0,-1kg
S00729,O04431,2023/09/17,2023/09/22,Delivered,4000.0,3kg
S00730,O03684,2023-05-21,2023/05/31,Delivered,4000.0,1.5 KG
S00731,O04432,2023-05-31,2023/06/07,In Transit,4500.0,2000g
S00732,O01833,2023-04-25,03-05-2023,Returned,5000.0,3kg
S00733,O00507,2023-09-20,2023/09/26,In Transit,4500.0,-1kg
S00734,O03214,2023/04/21,,Delivered,4500.0,1.5 KG
S00735,O04689,09-01-2023,,Returned,4000.0,-1kg
S00736,O04400,2023-06-25,,In Transit,,2kg
S00737,O02599,2023-02-05,08-02-2023,In Transit,,2kg
S00738,O04284,2023-11-08,10-11-2023,In Transit,4500.0,3kg
S00739,O05092,2023/08/17,20-08-2023,Delivered,4500.0,-1kg
S00740,O02953,2023/10/10,,Delivered,4500.0,2000g
S00741,O05231,2023/01/22,27-01-2023,Returned,4500.0,2kg
S00742,O01905,2023/10/22,2023-10-26,Returned,4500.0,-1kg
S00743,O03195,2023-11-05,14-11-2023,In Transit,,2kg
S00744,O01125,2023-11-06,2023-11-12,Returned,4000.0,2kg
S00745,O02822,06-12-2023,2023-12-07,In Transit,5000.0,3kg
S00746,O00347,2023/05/30,07-06-2023,Delivered,5000.0,2000g
S00747,O00508,2023-09-21,25-09-2023,In Transit,5000.0,1.5 KG
S00748,O04965,2023/09/28,,Returned,4500.0,2000g
S00749,O02239,14-02-2023,2023/02/18,Returned,5000.0,2000g
S00750,O04025,2023-12-29,04-01-2024,In Transit,4000.0,3kg
S00751,O01088,24-01-2023,2023/02/03,Delivered,5000.0,-1kg
S00752,O04164,08-08-2023,2023-08-14,Delivered,4500.0,1.5 KG
S00753,O02610,2023/09/05,2023-09-12,Returned,4000.0,-1kg
S00754,O03705,2023-04-17,24-04-2023,Delivered,4500.0,-1kg
S00755,O02300,13-02-2023,2023/02/15,Delivered,4000.0,3kg
S00756,O02588,2023/08/12,14-08-2023,Returned,4000.0,2000g
S00757,O01983,2023-08-02,08-08-2023,Returned,4000.0,-1kg
S00758,O02962,11-09-2023,2023-09-12,In Transit,,2kg
S00759,O00655,2023/09/10,12-09-2023,In Transit,5000.0,2kg
S00760,O00503,29-10-2023,,Returned,4000.0,2000g
S00761,O04919,02-12-2023,2023/12/05,Delivered,,-1kg
S00762,O03920,2023-07-15,2023-07-16,In Transit,,2kg
S00763,O02319,2023-06-26,,In Transit,4500.0,2kg
S00764,O01046,30-09-2023,03-10-2023,Returned,,2000g
S00765,O01481,19-10-2023,26-10-2023,In Transit,4000.0,-1kg
S00766,O03029,2023-05-09,2023-05-14,In Transit,4000.0,3kg
S00767,O03677,2023-07-04,10-07-2023,Returned,4500.0,1.5 KG
S00768,O01484,2023/12/18,,In Transit,,2kg
S00769,O02717,12-05-2023,20-05-2023,Returned,4000.0,3kg
S00770,O00091,04-02-2023,2023/02/12,Returned,4000.0,-1kg
S00771,O00511,2023/05/20,29-05-2023,Returned,4000.0,3kg
S00772,O03692,2023/02/02,2023/02/08,Delivered,4500.0,2000g
S00773,O01840,2023/01/13,,Returned,,1.5 KG
S00774,O04498,12-06-2023,2023-06-15,Delivered,4500.0,3kg
S00775,O00060,2023/06/04,13-06-2023,Returned,5000.0,3kg
S00776,O03697,25-07-2023,,Returned,4000.0,-1kg
S00777,O01356,2023-06-07,2023-06-15,In Transit,,3kg
S00778,O03736,2023-04-10,19-04-2023,In Transit,5000.0,-1kg
S00779,O01284,03-02-2023,07-02-2023,Delivered,4000.0,3kg
S00780,O04057,2023-04-12,,Returned,4000.0,2kg
S00781,O04662,20-12-2023,27-12-2023,Returned,5000.0,-1kg
S00782,O01389,2023/06/09,2023/06/16,Returned,,-1kg
S00783,O03221,2023/03/30,2023-04-01,Delivered,4500.0,-1kg
S00784,O04665,19-11-2023,22-11-2023,In Transit,,-1kg
S00785,O00347,18-12-2023,2023-12-25,Returned,4500.0,3kg
S00786,O04675,03-07-2023,06-07-2023,Returned,4500.0,1.5 KG
S00787,O01575,2023/06/11,2023-06-21,Delivered,4000.0,2000g
S00788,O00574,25-04-2023,29-04-2023,In Transit,4000.0,2000g
S00789,O03918,19-02-2023,2023/02/25,Delivered,4000.0,2kg
S00790,O04565,2023-02-27,05-03-2023,Delivered,5000.0,-1kg
S00791,O00213,2023/08/11,2023/08/18,Delivered,5000.0,1.5 KG
S00792,O00796,20-07-2023,2023-07-25,Returned,4000.0,1.5 KG
S00793,O03278,01-06-2023,,Delivered,4000.0,2000g
S00794,O02005,2023/05/05,2023-05-08,Delivered,5000.0,1.5 KG
S00795,O02763,03-06-2023,2023/06/11,Delivered,4500.0,3kg
S00796,O04823,09-12-2023,19-12-2023,Delivered,4000.0,2kg
S00797,O03932,2023/01/01,2023/01/10,Delivered,4500.0,3kg
S00798,O01607,06-04-2023,,Delivered,4500.0,2000g
S00799,O03038,18-07-2023,22-07-2023,Returned,4000.0,-1kg
S00800,O04100,2023/08/10,15-08-2023,Returned,4500.0,3kg
S00801,O04159,01-03-2023,,Delivered,4000.0,-1kg
S00802,O03673,09-04-2023,2023/04/10,Delivered,4500.0,1.5 KG
S00803,O04755,2023/05/31,,Delivered,5000.0,2kg
S00804,O05031,2023-03-31,2023/04/05,Returned,4500.0,2kg
S00805,O03529,2023-11-05,2023-11-14,Returned,4000.0,3kg
S00806,O03933,2023-03-10,2023-03-12,Delivered,4000.0,3kg
S00807,O05039,2023/09/16,,Delivered,5000.0,2000g
S00808,O00021,2023/12/08,14-12-2023,In Transit,,-1kg
S00809,O00644,2023/08/11,2023/08/12,In Transit,5000.0,1.5 KG
S00810,O00312,2023-06-08,09-06-2023,Returned,4500.0,-1kg
S00811,O04266,2023/01/09,,Delivered,5000.0,2000g
